t,cam_center_x,face_x_asignada,distancia,en_c2,dist_le_80,tramo_id
41.3833,1083.5,1118.4,34.9,1,1,4
41.4000,1083.5,1119.7,36.2,1,1,4
41.4167,1083.5,1121.0,37.5,1,1,4
41.4333,1083.5,1122.4,38.9,1,1,4
41.4500,1083.5,1123.7,40.2,1,1,4
41.4667,1083.5,1125.1,41.6,1,1,4
41.4833,1083.5,1126.4,42.9,1,1,4
41.5000,1083.5,1127.8,44.2,1,1,4
41.5167,1083.5,1129.1,45.6,1,1,4
41.5333,1083.5,1130.4,46.9,1,1,4
41.5500,1083.5,1131.8,48.3,1,1,4
41.5667,1083.5,1133.1,49.6,1,1,4
41.5833,1083.5,1134.5,51.0,1,1,4
41.6000,1083.5,1135.8,52.3,1,1,4
41.6167,1083.5,1137.1,53.6,1,1,4
41.6333,1083.5,1138.5,55.0,1,1,4
41.6500,1083.5,1139.8,56.3,1,1,4
41.6667,1083.5,1141.2,57.7,1,1,4
41.6833,1083.5,1142.5,59.0,1,1,4
41.7000,1083.5,1143.9,60.4,1,1,4
41.7167,1083.5,1145.2,61.7,1,1,4
41.7333,1083.5,1146.5,63.0,1,1,4
41.7500,1083.5,1147.9,64.4,1,1,4
41.7667,1083.5,1149.2,65.7,1,1,4
41.7833,1083.5,1150.6,67.1,1,1,4
41.8000,1083.5,1151.9,68.4,1,1,4
41.8167,1083.5,1153.3,69.8,1,1,4
41.8333,1083.5,1154.6,71.1,1,1,4
41.8500,1083.5,1155.9,72.4,1,1,4
41.8667,1083.5,1157.3,73.8,1,1,4
41.8833,1083.5,1158.6,75.1,1,1,4
41.9000,1095.5,1160.0,64.5,1,1,4
41.9167,1105.5,1161.3,55.8,0,1,4
41.9333,1113.5,1162.7,49.2,0,1,0
41.9500,1120.5,1164.0,43.5,0,1,0
41.9667,1126.5,1165.3,38.8,0,1,0
41.9833,1131.5,1166.7,35.2,0,1,0
42.0000,1135.5,1168.0,32.5,0,1,0
42.0167,1139.5,1169.4,29.9,0,1,0
42.0333,1142.5,1170.7,28.2,0,1,0
42.0500,1145.5,1172.1,26.6,0,1,0
42.0667,1147.5,1173.4,25.9,0,1,0
42.0833,1149.5,1174.7,25.2,0,1,0
42.1000,1150.5,1176.1,25.6,0,1,0
42.1167,1152.5,1177.4,24.9,0,1,0
42.1333,1153.5,1178.8,25.3,0,1,0
42.1500,1154.5,1180.1,25.6,0,1,0
42.1667,1155.5,1181.5,26.0,0,1,0
42.1833,1155.5,1182.8,27.3,0,1,0
42.2000,1156.5,1184.1,27.6,0,1,0
42.2167,1156.5,1185.5,29.0,0,1,0
42.2333,1157.5,1186.8,29.3,0,1,0
42.2500,1157.5,1188.2,30.7,0,1,0
42.2667,1157.5,1189.5,32.0,0,1,0
42.2833,1158.5,1190.9,32.4,0,1,0
42.3000,1158.5,1192.2,33.7,0,1,0
42.3167,1158.5,1193.5,35.0,0,1,0
42.3333,1158.5,1194.9,36.4,0,1,0
42.3500,1158.5,1196.2,37.7,0,1,0
42.3667,1158.5,1197.6,39.1,0,1,0
42.3833,1158.5,1198.9,40.4,0,1,0
42.4000,1159.5,1200.2,40.8,0,1,0
42.4167,1159.5,1201.6,42.1,0,1,0
42.4333,1159.5,1202.9,43.4,0,1,0
42.4500,1159.5,1204.3,44.8,0,1,0
42.4667,1159.5,1205.6,46.1,0,1,0
42.4833,1159.5,1207.0,47.5,0,1,0
42.5000,1159.5,1208.3,48.8,0,1,0
42.5167,1159.5,1209.6,50.1,0,1,0
42.5333,1159.5,1211.0,51.5,0,1,0
42.5500,1159.5,1212.3,52.8,0,1,0
42.5667,1159.5,1213.7,54.2,0,1,0
42.5833,1159.5,1215.0,55.5,0,1,0
42.6000,1159.5,1216.4,56.9,0,1,0
42.6167,1159.5,1217.7,58.2,0,1,0
42.6333,1159.5,1219.0,59.5,0,1,0
42.6500,1159.5,1220.4,60.9,0,1,0
42.6667,1159.5,1221.7,62.2,0,1,0
42.6833,1159.5,1223.1,63.6,0,1,0
42.7000,1159.5,1224.4,64.9,0,1,0
42.7167,1159.5,1225.8,66.3,0,1,0
42.7333,1159.5,1227.1,67.6,0,1,0
42.7500,1159.5,1228.4,68.9,0,1,0
42.7667,1159.5,1229.8,70.3,0,1,0
42.7833,1159.5,1231.1,71.6,0,1,0
42.8000,1159.5,1232.5,73.0,0,1,0
42.8167,1159.5,1233.8,74.3,0,1,0
42.8333,1159.5,1235.2,75.7,0,1,0
42.8500,1171.5,1236.5,65.0,0,1,0
42.8667,1181.5,1237.8,56.3,0,1,0
42.8833,1189.5,1239.2,49.7,0,1,0
42.9000,1196.5,1240.5,44.0,0,1,0
42.9167,1202.5,1241.9,39.4,0,1,0
42.9333,1207.5,1243.2,35.7,0,1,0
42.9500,1212.5,1244.6,32.1,0,1,0
42.9667,1215.5,1245.9,30.4,0,1,0
42.9833,1218.5,1247.2,28.7,0,1,0
43.0000,1221.5,1248.6,27.1,0,1,0
43.0167,1223.5,1249.9,26.4,0,1,0
43.0333,1225.5,1251.3,25.8,0,1,0
43.0500,1227.5,1252.6,25.1,0,1,0
43.0667,1228.5,1254.0,25.5,0,1,0
43.0833,1229.5,1255.3,25.8,0,1,0
43.1000,1230.5,1256.6,26.1,0,1,0
43.1167,1231.5,1258.0,26.5,0,1,0
43.1333,1232.5,1259.3,26.8,0,1,0
43.1500,1232.5,1260.7,28.2,0,1,0
43.1667,1233.5,1262.0,28.5,0,1,0
43.1833,1233.5,1263.4,29.9,0,1,0
43.2000,1234.5,1264.7,30.2,0,1,0
43.2167,1234.5,1266.0,31.5,0,1,0
43.2333,1234.5,1267.4,32.9,0,1,0
43.2500,1234.5,1268.7,34.2,0,1,0
43.2667,1234.5,1270.1,35.6,0,1,0
43.2833,1235.5,1271.4,35.9,0,1,0
43.3000,1235.5,1272.8,37.2,0,1,0
43.3167,1235.5,1274.1,38.6,0,1,0
43.3333,1235.5,1275.4,39.9,0,1,0
43.3500,1235.5,1276.8,41.3,0,1,0
43.3667,1235.5,1278.1,42.6,0,1,0
43.3833,1235.5,1279.5,44.0,0,1,0
43.4000,1235.5,1280.8,45.3,0,1,0
43.4167,1235.5,1282.1,46.6,0,1,0
43.4333,1235.5,1283.5,48.0,0,1,0
43.4500,1235.5,1284.8,49.3,0,1,0
43.4667,1235.5,1286.2,50.7,0,1,0
43.4833,1235.5,1287.5,52.0,0,1,0
43.5000,1235.5,1288.9,53.4,0,1,0
43.5167,1235.5,1290.2,54.7,0,1,0
43.5333,1235.5,1291.5,56.0,0,1,0
43.5500,1235.5,1292.9,57.4,0,1,0
43.5667,1235.5,1294.2,58.7,0,1,0
43.5833,1235.5,1295.6,60.1,0,1,0
43.6000,1235.5,1296.9,61.4,0,1,0
43.6167,1235.5,1298.3,62.8,0,1,0
43.6333,1235.5,1299.6,64.1,0,1,0
43.6500,1235.5,1300.9,65.4,0,1,0
43.6667,1235.5,1302.3,66.8,0,1,0
43.6833,1235.5,1303.6,68.1,0,1,0
43.7000,1235.5,1305.0,69.5,0,1,0
43.7167,1235.5,1306.3,70.8,0,1,0
43.7333,1235.5,1307.7,72.2,0,1,0
43.7500,1235.5,1309.0,73.5,0,1,0
43.7667,1235.5,1310.3,74.8,0,1,0
43.7833,1235.5,1311.7,76.2,0,1,0
43.8000,1247.5,1313.0,65.5,0,1,0
43.8167,1257.5,1314.4,56.9,0,1,0
43.8333,1266.5,1315.7,49.2,0,1,0
43.8500,1273.5,1317.1,43.6,0,1,0
43.8667,1279.5,1318.4,38.9,0,1,0
43.8833,1284.5,1319.7,35.2,0,1,0
43.9000,1288.5,1321.1,32.6,0,1,0
43.9167,1292.5,1322.4,29.9,0,1,0
43.9333,1295.5,1323.8,28.3,0,1,0
43.9500,1298.5,1325.1,26.6,0,1,0
43.9667,1300.5,1326.5,26.0,0,1,0
43.9833,1302.5,1327.8,25.3,0,1,0
44.0000,1303.5,1329.1,25.6,0,1,0
44.0167,1305.5,1330.5,25.0,0,1,0
44.0333,1306.5,1331.8,25.3,0,1,0
44.0500,1307.5,1333.2,25.7,0,1,0
44.0667,1308.5,1334.5,26.0,0,1,0
44.0833,1308.5,1335.9,27.4,0,1,0
44.1000,1309.5,1337.2,27.7,0,1,0
44.1167,1309.5,1338.5,29.0,0,1,0
44.1333,1310.5,1339.9,29.4,0,1,0
44.1500,1310.5,1341.2,30.7,0,1,0
44.1667,1310.5,1342.6,32.1,0,1,0
44.1833,1311.5,1343.9,32.4,0,1,0
44.2000,1311.5,1345.2,33.8,0,1,0
44.2167,1311.5,1346.6,35.1,0,1,0
44.2333,1311.5,1347.9,36.4,0,1,0
44.2500,1311.5,1349.3,37.8,0,1,0
44.2667,1311.5,1350.6,39.1,0,1,0
44.2833,1312.5,1352.0,39.5,0,1,0
44.3000,1312.5,1353.3,40.8,0,1,0
44.3167,1312.5,1354.6,42.1,0,1,0
44.3333,1312.5,1356.0,43.5,0,1,0
44.3500,1312.5,1357.3,44.8,0,1,0
44.3667,1312.5,1358.7,46.2,0,1,0
44.3833,1312.5,1360.0,47.5,0,1,0
44.4000,1312.5,1361.4,48.9,0,1,0
44.4167,1312.5,1362.7,50.2,0,1,0
44.4333,1312.5,1364.0,51.5,0,1,0
44.4500,1312.5,1365.4,52.9,0,1,0
44.4667,1312.5,1366.7,54.2,0,1,0
44.4833,1312.5,1368.1,55.6,0,1,0
44.5000,1312.5,1369.4,56.9,0,1,0
44.5167,1312.5,1370.8,58.3,0,1,0
44.5333,1312.5,1372.1,59.6,0,1,0
44.5500,1312.5,1373.4,60.9,0,1,0
44.5667,1312.5,1374.8,62.3,0,1,0
44.5833,1312.5,1376.1,63.6,0,1,0
44.6000,1312.5,1377.5,65.0,0,1,0
44.6167,1312.5,1378.8,66.3,0,1,0
44.6333,1312.5,1380.2,67.7,0,1,0
44.6500,1312.5,1381.5,69.0,0,1,0
44.6667,1312.5,1381.7,69.2,0,1,0
44.6833,1312.5,1381.8,69.3,0,1,0
44.7000,1312.5,1382.0,69.5,0,1,0
44.7167,1312.5,1379.5,67.0,0,1,0
44.7333,1312.5,1377.0,64.5,0,1,0
44.7500,1312.5,1374.5,62.0,0,1,0
44.7667,1312.5,1374.2,61.7,0,1,0
44.7833,1312.5,1373.8,61.3,0,1,0
44.8000,1312.5,1373.5,61.0,0,1,0
44.8167,1312.5,1373.8,61.3,0,1,0
44.8333,1312.5,1374.2,61.7,0,1,0
44.8500,1312.5,1374.5,62.0,0,1,0
44.8667,1312.5,1373.8,61.3,0,1,0
44.8833,1312.5,1373.2,60.7,0,1,0
44.9000,1312.5,1372.5,60.0,0,1,0
44.9167,1312.5,1371.5,59.0,0,1,0
44.9333,1312.5,1370.5,58.0,0,1,0
44.9500,1312.5,1369.5,57.0,0,1,0
44.9667,1312.5,1370.7,58.2,0,1,0
44.9833,1312.5,1371.8,59.3,0,1,0
45.0000,1312.5,1373.0,60.5,0,1,0
45.0167,1312.5,1373.0,60.5,0,1,0
45.0333,1312.5,1373.0,60.5,0,1,0
45.0500,1312.5,1373.0,60.5,0,1,0
45.0667,1312.5,1372.5,60.0,0,1,0
45.0833,1312.5,1372.0,59.5,0,1,0
45.1000,1312.5,1371.5,59.0,0,1,0
45.1167,1312.5,1375.2,62.7,0,1,0
45.1333,1312.5,1378.8,66.3,0,1,0
45.1500,1312.5,1382.5,70.0,0,1,0
45.1667,1312.5,1386.3,73.8,0,1,0
45.1833,1324.5,1390.2,65.7,0,1,0
45.2000,1334.5,1394.0,59.5,0,1,0
45.2167,1342.5,1394.0,51.5,0,1,0
45.2333,1350.5,1394.0,43.5,0,1,0
45.2500,1356.5,1394.0,37.5,0,1,0
45.2667,1361.5,1394.0,32.5,0,1,0
45.2833,1365.5,1394.0,28.5,0,1,0
45.3000,1369.5,1394.0,24.5,0,1,0
45.3167,1372.5,1394.3,21.8,0,1,0
45.3333,1375.5,1394.7,19.2,0,1,0
45.3500,1377.5,1395.0,17.5,0,1,0
45.3667,1379.5,1395.3,15.8,0,1,0
45.3833,1380.5,1395.7,15.2,0,1,0
45.4000,1382.5,1396.0,13.5,0,1,0
45.4167,1383.5,1391.5,8.0,0,1,0
45.4333,1384.5,1387.0,2.5,0,1,0
45.4500,1385.5,1382.5,3.0,0,1,0
45.4667,1385.5,1382.5,3.0,0,1,0
45.4833,1386.5,1382.5,4.0,0,1,0
45.5000,1386.5,1382.5,4.0,0,1,0
45.5167,1387.5,1382.2,5.3,0,1,0
45.5333,1387.5,1381.8,5.7,0,1,0
45.5500,1388.5,1381.5,7.0,0,1,0
45.5667,1388.5,1381.0,7.5,0,1,0
45.5833,1388.5,1380.5,8.0,0,1,0
45.6000,1388.5,1380.0,8.5,0,1,0
45.6167,1388.5,1380.0,8.5,0,1,0
45.6333,1388.5,1380.0,8.5,0,1,0
45.6500,1389.5,1380.0,9.5,0,1,0
45.6667,1389.5,1380.0,9.5,0,1,0
45.6833,1389.5,1380.0,9.5,0,1,0
45.7000,1389.5,1380.0,9.5,0,1,0
45.7167,1389.5,1380.3,9.2,0,1,0
45.7333,1389.5,1380.7,8.8,0,1,0
45.7500,1389.5,1381.0,8.5,0,1,0
45.7667,1389.5,1378.5,11.0,0,1,0
45.7833,1389.5,1376.0,13.5,0,1,0
45.8000,1389.5,1373.5,16.0,0,1,0
45.8167,1389.5,1375.3,14.2,0,1,0
45.8333,1389.5,1377.2,12.3,0,1,0
45.8500,1389.5,1379.0,10.5,0,1,0
45.8667,1389.5,1379.3,10.2,0,1,0
45.8833,1389.5,1379.7,9.8,0,1,0
45.9000,1389.5,1380.0,9.5,0,1,0
45.9167,1389.5,1380.0,9.5,0,1,0
45.9333,1389.5,1380.0,9.5,0,1,0
45.9500,1389.5,1380.0,9.5,0,1,0
45.9667,1389.5,1378.3,11.2,0,1,0
45.9833,1389.5,1376.7,12.8,0,1,0
46.0000,1389.5,1375.0,14.5,0,1,0
46.0167,1389.5,1374.5,15.0,0,1,0
46.0333,1389.5,1374.0,15.5,0,1,0
46.0500,1389.5,1373.5,16.0,0,1,0
46.0667,1389.5,1373.8,15.7,0,1,0
46.0833,1389.5,1374.2,15.3,0,1,0
46.1000,1389.5,1374.5,15.0,0,1,0
46.1167,1389.5,1374.3,15.2,0,1,0
46.1333,1389.5,1374.2,15.3,0,1,0
46.1500,1389.5,1374.0,15.5,0,1,0
46.1667,1389.5,1374.5,15.0,0,1,0
46.1833,1389.5,1375.0,14.5,0,1,0
46.2000,1389.5,1375.5,14.0,0,1,0
46.2167,1389.5,1379.2,10.3,0,1,0
46.2333,1389.5,1382.8,6.7,0,1,0
46.2500,1389.5,1386.5,3.0,0,1,0
46.2667,1389.5,1383.7,5.8,0,1,0
46.2833,1389.5,1380.8,8.7,0,1,0
46.3000,1389.5,1378.0,11.5,0,1,0
46.3167,1389.5,1377.8,11.7,0,1,0
46.3333,1389.5,1377.7,11.8,0,1,0
46.3500,1389.5,1377.5,12.0,0,1,0
46.3667,1389.5,1377.5,12.0,0,1,0
46.3833,1389.5,1377.5,12.0,0,1,0
46.4000,1389.5,1377.5,12.0,0,1,0
46.4167,1389.5,1377.8,11.7,0,1,0
46.4333,1389.5,1378.2,11.3,0,1,0
46.4500,1389.5,1378.5,11.0,0,1,0
46.4667,1389.5,1378.7,10.8,0,1,0
46.4833,1389.5,1378.8,10.7,0,1,0
46.5000,1389.5,1379.0,10.5,0,1,0
46.5167,1389.5,1380.5,9.0,0,1,0
46.5333,1389.5,1382.0,7.5,0,1,0
46.5500,1389.5,1383.5,6.0,0,1,0
46.5667,1389.5,1383.7,5.8,0,1,0
46.5833,1389.5,1383.8,5.7,0,1,0
46.6000,1389.5,1384.0,5.5,0,1,0
46.6167,1389.5,1383.3,6.2,0,1,0
46.6333,1389.5,1382.7,6.8,0,1,0
46.6500,1389.5,1382.0,7.5,0,1,0
46.6667,1389.5,1381.5,8.0,0,1,0
46.6833,1389.5,1381.0,8.5,0,1,0
46.7000,1389.5,1380.5,9.0,0,1,0
46.7167,1389.5,1380.2,9.3,0,1,0
46.7333,1389.5,1379.8,9.7,0,1,0
46.7500,1389.5,1379.5,10.0,0,1,0
46.7667,1389.5,1378.8,10.7,0,1,0
46.7833,1389.5,1378.2,11.3,0,1,0
46.8000,1389.5,1377.5,12.0,0,1,0
46.8167,1389.5,1376.3,13.2,0,1,0
46.8333,1389.5,1375.2,14.3,0,1,0
46.8500,1389.5,1374.0,15.5,0,1,0
46.8667,1389.5,1372.2,17.3,0,1,0
46.8833,1389.5,1370.3,19.2,0,1,0
46.9000,1389.5,1368.5,21.0,0,1,0
46.9167,1389.5,1365.5,24.0,0,1,0
46.9333,1389.5,1362.5,27.0,0,1,0
46.9500,1389.5,1359.5,30.0,0,1,0
46.9667,1389.5,1361.7,27.8,0,1,0
46.9833,1389.5,1363.8,25.7,0,1,0
47.0000,1389.5,1366.0,23.5,0,1,0
47.0167,1389.5,1363.3,26.2,0,1,0
47.0333,1389.5,1360.7,28.8,0,1,0
47.0500,1389.5,1358.0,31.5,0,1,0
47.0667,1389.5,1358.2,31.3,0,1,0
47.0833,1389.5,1358.3,31.2,0,1,0
47.1000,1389.5,1358.5,31.0,0,1,0
47.1167,1389.5,1362.5,27.0,0,1,0
47.1333,1389.5,1366.5,23.0,0,1,0
47.1500,1389.5,1370.5,19.0,0,1,0
47.1667,1389.5,1372.0,17.5,0,1,0
47.1833,1389.5,1373.5,16.0,0,1,0
47.2000,1389.5,1375.0,14.5,0,1,0
47.2167,1389.5,1373.8,15.7,0,1,0
47.2333,1389.5,1372.7,16.8,0,1,0
47.2500,1389.5,1371.5,18.0,0,1,0
47.2667,1389.5,1372.3,17.2,0,1,0
47.2833,1389.5,1373.2,16.3,0,1,0
47.3000,1389.5,1374.0,15.5,0,1,0
47.3167,1389.5,1370.8,18.7,0,1,0
47.3333,1389.5,1367.7,21.8,0,1,0
47.3500,1389.5,1364.5,25.0,0,1,0
47.3667,1389.5,1367.3,22.2,0,1,0
47.3833,1389.5,1370.2,19.3,0,1,0
47.4000,1389.5,1373.0,16.5,0,1,0
47.4167,1389.5,1372.8,16.7,0,1,0
47.4333,1389.5,1372.7,16.8,0,1,0
47.4500,1389.5,1372.5,17.0,0,1,0
47.4667,1389.5,1372.2,17.3,0,1,0
47.4833,1389.5,1371.8,17.7,0,1,0
47.5000,1389.5,1371.5,18.0,0,1,0
47.5167,1389.5,1371.2,18.3,0,1,0
47.5333,1389.5,1370.8,18.7,0,1,0
47.5500,1389.5,1370.5,19.0,0,1,0
47.5667,1389.5,1371.2,18.3,0,1,0
47.5833,1389.5,1371.8,17.7,0,1,0
47.6000,1389.5,1372.5,17.0,0,1,0
47.6167,1389.5,1372.2,17.3,0,1,0
47.6333,1389.5,1371.8,17.7,0,1,0
47.6500,1389.5,1371.5,18.0,0,1,0
47.6667,1389.5,1370.8,18.7,0,1,0
47.6833,1389.5,1370.2,19.3,0,1,0
47.7000,1389.5,1369.5,20.0,0,1,0
47.7167,1389.5,1366.0,23.5,0,1,0
47.7333,1389.5,1362.5,27.0,0,1,0
47.7500,1389.5,1359.0,30.5,0,1,0
47.7667,1389.5,1359.0,30.5,0,1,0
47.7833,1389.5,1359.0,30.5,0,1,0
47.8000,1389.5,1359.0,30.5,0,1,0
47.8167,1389.5,1359.0,30.5,0,1,0
47.8333,1389.5,1359.0,30.5,0,1,0
47.8500,1389.5,1359.0,30.5,0,1,0
47.8667,1389.5,1360.3,29.2,0,1,0
47.8833,1389.5,1361.7,27.8,0,1,0
47.9000,1389.5,1363.0,26.5,0,1,0
47.9167,1389.5,1363.3,26.2,0,1,0
47.9333,1389.5,1363.7,25.8,0,1,0
47.9500,1389.5,1364.0,25.5,0,1,0
47.9667,1389.5,1363.7,25.8,0,1,0
47.9833,1389.5,1363.3,26.2,0,1,0
48.0000,1389.5,1363.0,26.5,0,1,0
48.0167,1389.5,1363.2,26.3,0,1,0
48.0333,1389.5,1363.3,26.2,0,1,0
48.0500,1389.5,1363.5,26.0,0,1,0
48.0667,1389.5,1363.5,26.0,0,1,0
48.0833,1389.5,1363.5,26.0,0,1,0
48.1000,1389.5,1363.5,26.0,0,1,0
48.1167,1389.5,1363.3,26.2,0,1,0
48.1333,1389.5,1363.2,26.3,0,1,0
48.1500,1389.5,1363.0,26.5,0,1,0
48.1667,1389.5,1363.2,26.3,0,1,0
48.1833,1389.5,1363.3,26.2,0,1,0
48.2000,1389.5,1363.5,26.0,0,1,0
48.2167,1389.5,1363.5,26.0,0,1,0
48.2333,1389.5,1363.5,26.0,0,1,0
48.2500,1389.5,1363.5,26.0,0,1,0
48.2667,1389.5,1363.8,25.7,0,1,0
48.2833,1389.5,1364.2,25.3,0,1,0
48.3000,1389.5,1364.5,25.0,0,1,0
48.3167,1389.5,1364.7,24.8,0,1,0
48.3333,1389.5,1364.8,24.7,0,1,0
48.3500,1389.5,1365.0,24.5,0,1,0
48.3667,1389.5,1364.7,24.8,0,1,0
48.3833,1389.5,1364.3,25.2,0,1,0
48.4000,1389.5,1364.0,25.5,0,1,0
48.4167,1389.5,1363.0,26.5,0,1,0
48.4333,1389.5,1362.0,27.5,0,1,0
48.4500,1389.5,1361.0,28.5,0,1,0
48.4667,1389.5,1360.5,29.0,0,1,0
48.4833,1389.5,1360.0,29.5,0,1,0
48.5000,1389.5,1359.5,30.0,0,1,0
48.5167,1389.5,1361.2,28.3,0,1,0
48.5333,1389.5,1362.8,26.7,0,1,0
48.5500,1389.5,1364.5,25.0,0,1,0
48.5667,1389.5,1364.8,24.7,0,1,0
48.5833,1389.5,1365.2,24.3,0,1,0
48.6000,1389.5,1365.5,24.0,0,1,0
48.6167,1389.5,1363.8,25.7,0,1,0
48.6333,1389.5,1362.2,27.3,0,1,0
48.6500,1389.5,1360.5,29.0,0,1,0
48.6667,1389.5,1360.7,28.8,0,1,0
48.6833,1389.5,1360.8,28.7,0,1,0
48.7000,1389.5,1361.0,28.5,0,1,0
48.7167,1389.5,1361.8,27.7,0,1,0
48.7333,1389.5,1362.7,26.8,0,1,0
48.7500,1389.5,1363.5,26.0,0,1,0
48.7667,1389.5,1363.3,26.2,0,1,0
48.7833,1389.5,1363.2,26.3,0,1,0
48.8000,1389.5,1363.0,26.5,0,1,0
48.8167,1389.5,1363.0,26.5,0,1,0
48.8333,1389.5,1363.0,26.5,0,1,0
48.8500,1389.5,1363.0,26.5,0,1,0
48.8667,1389.5,1363.3,26.2,0,1,0
48.8833,1389.5,1363.7,25.8,0,1,0
48.9000,1389.5,1364.0,25.5,0,1,0
48.9167,1389.5,1364.0,25.5,0,1,0
48.9333,1389.5,1364.0,25.5,0,1,0
48.9500,1389.5,1364.0,25.5,0,1,0
48.9667,1389.5,1363.0,26.5,0,1,0
48.9833,1389.5,1362.0,27.5,0,1,0
49.0000,1389.5,1361.0,28.5,0,1,0
49.0167,1389.5,1361.8,27.7,0,1,0
49.0333,1389.5,1362.7,26.8,0,1,0
49.0500,1389.5,1363.5,26.0,0,1,0
49.0667,1389.5,1363.3,26.2,0,1,0
49.0833,1389.5,1363.2,26.3,0,1,0
49.1000,1389.5,1363.0,26.5,0,1,0
49.1167,1389.5,1366.5,23.0,0,1,0
49.1333,1389.5,1370.0,19.5,0,1,0
49.1500,1389.5,1373.5,16.0,0,1,0
49.1667,1389.5,1373.7,15.8,0,1,0
49.1833,1389.5,1373.8,15.7,0,1,0
49.2000,1389.5,1374.0,15.5,0,1,0
49.2167,1389.5,1373.5,16.0,0,1,0
49.2333,1389.5,1373.0,16.5,0,1,0
49.2500,1389.5,1372.5,17.0,0,1,0
49.2667,1389.5,1372.5,17.0,0,1,0
49.2833,1389.5,1372.5,17.0,0,1,0
49.3000,1389.5,1372.5,17.0,0,1,0
49.3167,1389.5,1316.2,73.3,0,1,0
49.3333,1369.5,1259.8,109.7,0,0,0
49.3500,1352.5,1203.5,149.0,0,0,0
49.3667,1338.5,1204.0,134.5,0,0,0
49.3833,1326.5,1204.5,122.0,0,0,0
49.4000,1315.5,1205.0,110.5,0,0,0
49.4167,1307.5,1206.8,100.7,0,0,0
49.4333,1299.5,1208.7,90.8,0,0,0
49.4500,1293.5,1210.5,83.0,0,0,0
49.4667,1288.5,1211.5,77.0,0,1,0
49.4833,1283.5,1212.5,71.0,0,1,0
49.5000,1280.5,1213.5,67.0,0,1,0
49.5167,1276.5,1213.2,63.3,0,1,0
49.5333,1274.5,1212.8,61.7,0,1,0
49.5500,1271.5,1212.5,59.0,0,1,0
49.5667,1270.5,1212.2,58.3,0,1,0
49.5833,1268.5,1211.8,56.7,0,1,0
49.6000,1266.5,1211.5,55.0,0,1,0
49.6167,1265.5,1210.7,54.8,0,1,0
49.6333,1264.5,1209.8,54.7,0,1,0
49.6500,1263.5,1209.0,54.5,0,1,0
49.6667,1263.5,1210.5,53.0,0,1,0
49.6833,1262.5,1212.0,50.5,0,1,0
49.7000,1262.5,1213.5,49.0,0,1,0
49.7167,1261.5,1214.5,47.0,0,1,0
49.7333,1261.5,1215.5,46.0,0,1,0
49.7500,1261.5,1216.5,45.0,0,1,0
49.7667,1260.5,1214.5,46.0,0,1,0
49.7833,1260.5,1212.5,48.0,0,1,0
49.8000,1260.5,1210.5,50.0,0,1,0
49.8167,1260.5,1211.0,49.5,0,1,0
49.8333,1260.5,1211.5,49.0,0,1,0
49.8500,1259.5,1212.0,47.5,0,1,0
49.8667,1259.5,1210.8,48.7,0,1,0
49.8833,1259.5,1209.7,49.8,0,1,0
49.9000,1259.5,1208.5,51.0,0,1,0
49.9167,1259.5,1209.0,50.5,0,1,0
49.9333,1259.5,1209.5,50.0,0,1,0
49.9500,1259.5,1210.0,49.5,0,1,0
49.9667,1259.5,1209.0,50.5,0,1,0
49.9833,1259.5,1208.0,51.5,0,1,0
50.0000,1259.5,1207.0,52.5,0,1,0
50.0167,1259.5,1208.0,51.5,0,1,0
50.0333,1259.5,1209.0,50.5,0,1,0
50.0500,1259.5,1210.0,49.5,0,1,0
50.0667,1259.5,1210.5,49.0,0,1,0
50.0833,1259.5,1211.0,48.5,0,1,0
50.1000,1259.5,1211.5,48.0,0,1,0
50.1167,1259.5,1211.2,48.3,0,1,0
50.1333,1259.5,1210.8,48.7,0,1,0
50.1500,1259.5,1210.5,49.0,0,1,0
50.1667,1259.5,1209.8,49.7,0,1,0
50.1833,1259.5,1209.2,50.3,0,1,0
50.2000,1259.5,1208.5,51.0,0,1,0
50.2167,1259.5,1204.5,55.0,0,1,0
50.2333,1259.5,1200.5,59.0,0,1,0
50.2500,1259.5,1196.5,63.0,0,1,0
50.2667,1259.5,1192.5,67.0,0,1,0
50.2833,1259.5,1188.5,71.0,0,1,0
50.3000,1259.5,1184.5,75.0,0,1,0
50.3167,1259.5,1188.7,70.8,0,1,0
50.3333,1259.5,1192.8,66.7,0,1,0
50.3500,1259.5,1197.0,62.5,0,1,0
50.3667,1259.5,1199.2,60.3,0,1,0
50.3833,1259.5,1201.3,58.2,0,1,0
50.4000,1259.5,1203.5,56.0,0,1,0
50.4167,1259.5,1206.0,53.5,0,1,0
50.4333,1259.5,1208.5,51.0,0,1,0
50.4500,1259.5,1211.0,48.5,0,1,0
50.4667,1259.5,1211.8,47.7,0,1,0
50.4833,1259.5,1212.7,46.8,0,1,0
50.5000,1259.5,1213.5,46.0,0,1,0
50.5167,1259.5,1208.7,50.8,0,1,0
50.5333,1259.5,1203.8,55.7,0,1,0
50.5500,1259.5,1199.0,60.5,0,1,0
50.5667,1259.5,1190.5,69.0,0,1,0
50.5833,1247.5,1182.0,65.5,0,1,0
50.6000,1237.5,1173.5,64.0,0,1,0
50.6167,1228.5,1169.8,58.7,0,1,0
50.6333,1221.5,1166.2,55.3,0,1,0
50.6500,1215.5,1162.5,53.0,0,1,0
50.6667,1210.5,1159.2,51.3,0,1,0
